Epoch #1: episode_reward: 17112.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.692 ± 0.000,                               episode_1_off_accuracy: 0.713 ± 0.000
Epoch #507: episode_reward: 17161.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.030 ± 0.000,                               episode_1_off_accuracy: 0.184 ± 0.000
Epoch #508: episode_reward: 17161.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.052 ± 0.000,                               episode_1_off_accuracy: 0.252 ± 0.000
Epoch #509: episode_reward: 17161.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.056 ± 0.000,                               episode_1_off_accuracy: 0.218 ± 0.000
Epoch #510: episode_reward: 17154.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.040 ± 0.000,                               episode_1_off_accuracy: 0.199 ± 0.000
Epoch #511: episode_reward: 17154.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.050 ± 0.000,                               episode_1_off_accuracy: 0.173 ± 0.000
Epoch #512: episode_reward: 17161.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.051 ± 0.000,                               episode_1_off_accuracy: 0.224 ± 0.000
Epoch #513: episode_reward: 17161.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.052 ± 0.000,                               episode_1_off_accuracy: 0.198 ± 0.000
Epoch #514: episode_reward: 17161.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.037 ± 0.000,                               episode_1_off_accuracy: 0.187 ± 0.000
Epoch #515: episode_reward: 17161.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.047 ± 0.000,                               episode_1_off_accuracy: 0.203 ± 0.000
Epoch #516: episode_reward: 17161.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.021 ± 0.000,                               episode_1_off_accuracy: 0.126 ± 0.000
Epoch #517: episode_reward: 17161.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.041 ± 0.000,                               episode_1_off_accuracy: 0.178 ± 0.000
Epoch #518: episode_reward: 17161.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.047 ± 0.000,                               episode_1_off_accuracy: 0.179 ± 0.000
Epoch #519: episode_reward: 17161.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.037 ± 0.000,                               episode_1_off_accuracy: 0.234 ± 0.000
Epoch #520: episode_reward: 17161.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.044 ± 0.000,                               episode_1_off_accuracy: 0.172 ± 0.000
Epoch #521: episode_reward: 17161.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.026 ± 0.000,                               episode_1_off_accuracy: 0.120 ± 0.000
Epoch #522: episode_reward: 17161.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.035 ± 0.000,                               episode_1_off_accuracy: 0.205 ± 0.000
Epoch #523: episode_reward: 17161.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.069 ± 0.000,                               episode_1_off_accuracy: 0.224 ± 0.000
Epoch #524: episode_reward: 17161.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.032 ± 0.000,                               episode_1_off_accuracy: 0.154 ± 0.000
Epoch #525: episode_reward: 17161.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.037 ± 0.000,                               episode_1_off_accuracy: 0.257 ± 0.000
Epoch #526: episode_reward: 17161.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.053 ± 0.000,                               episode_1_off_accuracy: 0.194 ± 0.000
Epoch #527: episode_reward: 17161.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.028 ± 0.000,                               episode_1_off_accuracy: 0.138 ± 0.000
Epoch #528: episode_reward: 17161.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.035 ± 0.000,                               episode_1_off_accuracy: 0.175 ± 0.000
Epoch #529: episode_reward: 17161.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.039 ± 0.000,                               episode_1_off_accuracy: 0.147 ± 0.000
Epoch #530: episode_reward: 17161.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.056 ± 0.000,                               episode_1_off_accuracy: 0.301 ± 0.000
Epoch #531: episode_reward: 17154.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.043 ± 0.000,                               episode_1_off_accuracy: 0.181 ± 0.000
Epoch #532: episode_reward: 17161.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.041 ± 0.000,                               episode_1_off_accuracy: 0.181 ± 0.000
Epoch #533: episode_reward: 17161.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.035 ± 0.000,                               episode_1_off_accuracy: 0.201 ± 0.000
Epoch #534: episode_reward: 17161.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.040 ± 0.000,                               episode_1_off_accuracy: 0.148 ± 0.000
Epoch #535: episode_reward: 17161.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.030 ± 0.000,                               episode_1_off_accuracy: 0.172 ± 0.000
Epoch #536: episode_reward: 17154.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.056 ± 0.000,                               episode_1_off_accuracy: 0.229 ± 0.000
Epoch #537: episode_reward: 17154.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.036 ± 0.000,                               episode_1_off_accuracy: 0.170 ± 0.000
Epoch #538: episode_reward: 17154.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.046 ± 0.000,                               episode_1_off_accuracy: 0.226 ± 0.000
Epoch #539: episode_reward: 17147.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.038 ± 0.000,                               episode_1_off_accuracy: 0.203 ± 0.000
Epoch #540: episode_reward: 17161.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.057 ± 0.000,                               episode_1_off_accuracy: 0.227 ± 0.000
Epoch #541: episode_reward: 17161.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.070 ± 0.000,                               episode_1_off_accuracy: 0.282 ± 0.000
Epoch #542: episode_reward: 17154.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.069 ± 0.000,                               episode_1_off_accuracy: 0.306 ± 0.000
Epoch #543: episode_reward: 17154.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.028 ± 0.000,                               episode_1_off_accuracy: 0.180 ± 0.000
Epoch #544: episode_reward: 17161.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.053 ± 0.000,                               episode_1_off_accuracy: 0.221 ± 0.000
Epoch #545: episode_reward: 17154.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.050 ± 0.000,                               episode_1_off_accuracy: 0.254 ± 0.000
Epoch #546: episode_reward: 17147.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.029 ± 0.000,                               episode_1_off_accuracy: 0.184 ± 0.000
Epoch #547: episode_reward: 17161.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.026 ± 0.000,                               episode_1_off_accuracy: 0.184 ± 0.000
Epoch #548: episode_reward: 17161.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.025 ± 0.000,                               episode_1_off_accuracy: 0.162 ± 0.000
Epoch #549: episode_reward: 17154.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.031 ± 0.000,                               episode_1_off_accuracy: 0.223 ± 0.000
Epoch #550: episode_reward: 17154.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.019 ± 0.000,                               episode_1_off_accuracy: 0.145 ± 0.000
Epoch #551: episode_reward: 17147.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.025 ± 0.000,                               episode_1_off_accuracy: 0.206 ± 0.000
Epoch #552: episode_reward: 17147.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.015 ± 0.000,                               episode_1_off_accuracy: 0.176 ± 0.000
Epoch #553: episode_reward: 17147.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.036 ± 0.000,                               episode_1_off_accuracy: 0.162 ± 0.000
Epoch #554: episode_reward: 17154.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.030 ± 0.000,                               episode_1_off_accuracy: 0.196 ± 0.000
Epoch #555: episode_reward: 17154.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.027 ± 0.000,                               episode_1_off_accuracy: 0.163 ± 0.000
Epoch #556: episode_reward: 17154.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.038 ± 0.000,                               episode_1_off_accuracy: 0.266 ± 0.000
Epoch #557: episode_reward: 17147.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.039 ± 0.000,                               episode_1_off_accuracy: 0.203 ± 0.000
Epoch #558: episode_reward: 17161.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.033 ± 0.000,                               episode_1_off_accuracy: 0.193 ± 0.000
Epoch #559: episode_reward: 17154.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.031 ± 0.000,                               episode_1_off_accuracy: 0.197 ± 0.000
Epoch #560: episode_reward: 17154.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.030 ± 0.000,                               episode_1_off_accuracy: 0.204 ± 0.000
Epoch #561: episode_reward: 17147.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.021 ± 0.000,                               episode_1_off_accuracy: 0.172 ± 0.000
Epoch #562: episode_reward: 17154.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.058 ± 0.000,                               episode_1_off_accuracy: 0.259 ± 0.000
Epoch #563: episode_reward: 17147.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.031 ± 0.000,                               episode_1_off_accuracy: 0.198 ± 0.000
Epoch #564: episode_reward: 17154.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.031 ± 0.000,                               episode_1_off_accuracy: 0.204 ± 0.000
Epoch #565: episode_reward: 17154.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.035 ± 0.000,                               episode_1_off_accuracy: 0.146 ± 0.000
Epoch #566: episode_reward: 17154.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.029 ± 0.000,                               episode_1_off_accuracy: 0.192 ± 0.000
Epoch #567: episode_reward: 17147.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.017 ± 0.000,                               episode_1_off_accuracy: 0.128 ± 0.000
Epoch #568: episode_reward: 17154.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.037 ± 0.000,                               episode_1_off_accuracy: 0.215 ± 0.000
Epoch #569: episode_reward: 17154.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.050 ± 0.000,                               episode_1_off_accuracy: 0.251 ± 0.000
Epoch #570: episode_reward: 17147.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.028 ± 0.000,                               episode_1_off_accuracy: 0.155 ± 0.000
Epoch #571: episode_reward: 17147.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.040 ± 0.000,                               episode_1_off_accuracy: 0.250 ± 0.000
Epoch #572: episode_reward: 17140.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.031 ± 0.000,                               episode_1_off_accuracy: 0.198 ± 0.000
Epoch #573: episode_reward: 17161.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.037 ± 0.000,                               episode_1_off_accuracy: 0.170 ± 0.000
Epoch #574: episode_reward: 17154.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.047 ± 0.000,                               episode_1_off_accuracy: 0.223 ± 0.000
Epoch #575: episode_reward: 17154.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.016 ± 0.000,                               episode_1_off_accuracy: 0.161 ± 0.000
Epoch #576: episode_reward: 17161.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.029 ± 0.000,                               episode_1_off_accuracy: 0.184 ± 0.000
Epoch #577: episode_reward: 17154.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.041 ± 0.000,                               episode_1_off_accuracy: 0.248 ± 0.000
Epoch #578: episode_reward: 17154.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.026 ± 0.000,                               episode_1_off_accuracy: 0.224 ± 0.000
Epoch #579: episode_reward: 17154.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.045 ± 0.000,                               episode_1_off_accuracy: 0.265 ± 0.000
Epoch #580: episode_reward: 17161.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.060 ± 0.000,                               episode_1_off_accuracy: 0.290 ± 0.000
Epoch #581: episode_reward: 17154.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.047 ± 0.000,                               episode_1_off_accuracy: 0.220 ± 0.000
Epoch #582: episode_reward: 17147.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.053 ± 0.000,                               episode_1_off_accuracy: 0.277 ± 0.000
Epoch #583: episode_reward: 17154.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.059 ± 0.000,                               episode_1_off_accuracy: 0.310 ± 0.000
Epoch #584: episode_reward: 17147.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.036 ± 0.000,                               episode_1_off_accuracy: 0.220 ± 0.000
Epoch #585: episode_reward: 17154.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.033 ± 0.000,                               episode_1_off_accuracy: 0.234 ± 0.000
Epoch #586: episode_reward: 17154.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.064 ± 0.000,                               episode_1_off_accuracy: 0.311 ± 0.000
Epoch #587: episode_reward: 17140.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.045 ± 0.000,                               episode_1_off_accuracy: 0.265 ± 0.000
Epoch #588: episode_reward: 17154.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.097 ± 0.000,                               episode_1_off_accuracy: 0.371 ± 0.000
Epoch #589: episode_reward: 17147.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.071 ± 0.000,                               episode_1_off_accuracy: 0.286 ± 0.000
Epoch #590: episode_reward: 17147.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.042 ± 0.000,                               episode_1_off_accuracy: 0.283 ± 0.000
Epoch #591: episode_reward: 17147.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.073 ± 0.000,                               episode_1_off_accuracy: 0.281 ± 0.000
Epoch #592: episode_reward: 17147.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.050 ± 0.000,                               episode_1_off_accuracy: 0.234 ± 0.000
Epoch #593: episode_reward: 17154.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.060 ± 0.000,                               episode_1_off_accuracy: 0.287 ± 0.000
Epoch #594: episode_reward: 17147.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.041 ± 0.000,                               episode_1_off_accuracy: 0.211 ± 0.000
Epoch #595: episode_reward: 17147.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.058 ± 0.000,                               episode_1_off_accuracy: 0.288 ± 0.000
Epoch #596: episode_reward: 17154.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.087 ± 0.000,                               episode_1_off_accuracy: 0.399 ± 0.000
Epoch #597: episode_reward: 17154.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.093 ± 0.000,                               episode_1_off_accuracy: 0.382 ± 0.000
Epoch #598: episode_reward: 17147.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.083 ± 0.000,                               episode_1_off_accuracy: 0.334 ± 0.000
Epoch #599: episode_reward: 17154.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.037 ± 0.000,                               episode_1_off_accuracy: 0.237 ± 0.000
Epoch #600: episode_reward: 17154.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.124 ± 0.000,                               episode_1_off_accuracy: 0.445 ± 0.000
Epoch #601: episode_reward: 17154.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.070 ± 0.000,                               episode_1_off_accuracy: 0.383 ± 0.000
Epoch #602: episode_reward: 17154.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.064 ± 0.000,                               episode_1_off_accuracy: 0.287 ± 0.000
Epoch #603: episode_reward: 17161.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.115 ± 0.000,                               episode_1_off_accuracy: 0.436 ± 0.000
Epoch #604: episode_reward: 17147.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.033 ± 0.000,                               episode_1_off_accuracy: 0.287 ± 0.000
Epoch #605: episode_reward: 17147.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.055 ± 0.000,                               episode_1_off_accuracy: 0.276 ± 0.000
Epoch #606: episode_reward: 17154.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.016 ± 0.000,                               episode_1_off_accuracy: 0.192 ± 0.000
Epoch #607: episode_reward: 17140.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.037 ± 0.000,                               episode_1_off_accuracy: 0.231 ± 0.000
Epoch #608: episode_reward: 17147.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.090 ± 0.000,                               episode_1_off_accuracy: 0.410 ± 0.000
Epoch #609: episode_reward: 17140.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.123 ± 0.000,                               episode_1_off_accuracy: 0.480 ± 0.000
Epoch #610: episode_reward: 17133.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.106 ± 0.000,                               episode_1_off_accuracy: 0.399 ± 0.000
Epoch #611: episode_reward: 17154.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.091 ± 0.000,                               episode_1_off_accuracy: 0.379 ± 0.000
Epoch #612: episode_reward: 17161.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.094 ± 0.000,                               episode_1_off_accuracy: 0.434 ± 0.000
Epoch #613: episode_reward: 17147.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.145 ± 0.000,                               episode_1_off_accuracy: 0.475 ± 0.000
Epoch #614: episode_reward: 17147.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.099 ± 0.000,                               episode_1_off_accuracy: 0.430 ± 0.000
Epoch #615: episode_reward: 17154.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.084 ± 0.000,                               episode_1_off_accuracy: 0.363 ± 0.000
Epoch #616: episode_reward: 17147.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.075 ± 0.000,                               episode_1_off_accuracy: 0.331 ± 0.000
Epoch #617: episode_reward: 17154.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.057 ± 0.000,                               episode_1_off_accuracy: 0.301 ± 0.000
Epoch #618: episode_reward: 17147.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.074 ± 0.000,                               episode_1_off_accuracy: 0.395 ± 0.000
Epoch #619: episode_reward: 17140.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.054 ± 0.000,                               episode_1_off_accuracy: 0.309 ± 0.000
Epoch #620: episode_reward: 17147.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.060 ± 0.000,                               episode_1_off_accuracy: 0.358 ± 0.000
Epoch #621: episode_reward: 17140.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.049 ± 0.000,                               episode_1_off_accuracy: 0.257 ± 0.000
Epoch #622: episode_reward: 17147.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.044 ± 0.000,                               episode_1_off_accuracy: 0.261 ± 0.000
Epoch #623: episode_reward: 17154.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.073 ± 0.000,                               episode_1_off_accuracy: 0.390 ± 0.000
Epoch #624: episode_reward: 17147.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.072 ± 0.000,                               episode_1_off_accuracy: 0.402 ± 0.000
Epoch #625: episode_reward: 17140.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.076 ± 0.000,                               episode_1_off_accuracy: 0.415 ± 0.000
Epoch #626: episode_reward: 17140.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.094 ± 0.000,                               episode_1_off_accuracy: 0.432 ± 0.000
Epoch #627: episode_reward: 17140.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.079 ± 0.000,                               episode_1_off_accuracy: 0.396 ± 0.000
Epoch #628: episode_reward: 17140.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.121 ± 0.000,                               episode_1_off_accuracy: 0.462 ± 0.000
Epoch #629: episode_reward: 17154.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.045 ± 0.000,                               episode_1_off_accuracy: 0.332 ± 0.000
Epoch #630: episode_reward: 17140.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.073 ± 0.000,                               episode_1_off_accuracy: 0.381 ± 0.000
Epoch #631: episode_reward: 17147.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.074 ± 0.000,                               episode_1_off_accuracy: 0.362 ± 0.000
Epoch #632: episode_reward: 17147.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.091 ± 0.000,                               episode_1_off_accuracy: 0.362 ± 0.000
Epoch #633: episode_reward: 17147.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.074 ± 0.000,                               episode_1_off_accuracy: 0.339 ± 0.000
Epoch #634: episode_reward: 17140.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.122 ± 0.000,                               episode_1_off_accuracy: 0.405 ± 0.000
Epoch #635: episode_reward: 17140.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.096 ± 0.000,                               episode_1_off_accuracy: 0.423 ± 0.000
Epoch #636: episode_reward: 17140.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.115 ± 0.000,                               episode_1_off_accuracy: 0.431 ± 0.000
Epoch #637: episode_reward: 17147.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.155 ± 0.000,                               episode_1_off_accuracy: 0.462 ± 0.000
Epoch #638: episode_reward: 17147.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.067 ± 0.000,                               episode_1_off_accuracy: 0.398 ± 0.000
Epoch #639: episode_reward: 17147.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.082 ± 0.000,                               episode_1_off_accuracy: 0.334 ± 0.000
Epoch #640: episode_reward: 17147.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.123 ± 0.000,                               episode_1_off_accuracy: 0.410 ± 0.000
Epoch #641: episode_reward: 17147.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.149 ± 0.000,                               episode_1_off_accuracy: 0.440 ± 0.000
Epoch #642: episode_reward: 17140.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.063 ± 0.000,                               episode_1_off_accuracy: 0.358 ± 0.000
Epoch #643: episode_reward: 17154.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.037 ± 0.000,                               episode_1_off_accuracy: 0.226 ± 0.000
Epoch #644: episode_reward: 17140.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.096 ± 0.000,                               episode_1_off_accuracy: 0.435 ± 0.000
Epoch #645: episode_reward: 17147.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.102 ± 0.000,                               episode_1_off_accuracy: 0.433 ± 0.000
Epoch #646: episode_reward: 17147.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.104 ± 0.000,                               episode_1_off_accuracy: 0.440 ± 0.000
Epoch #647: episode_reward: 17147.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.175 ± 0.000,                               episode_1_off_accuracy: 0.495 ± 0.000
Epoch #648: episode_reward: 17140.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.093 ± 0.000,                               episode_1_off_accuracy: 0.439 ± 0.000
Epoch #649: episode_reward: 17140.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.154 ± 0.000,                               episode_1_off_accuracy: 0.499 ± 0.000
Epoch #650: episode_reward: 17147.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.098 ± 0.000,                               episode_1_off_accuracy: 0.410 ± 0.000
Epoch #651: episode_reward: 17140.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.099 ± 0.000,                               episode_1_off_accuracy: 0.451 ± 0.000
Epoch #652: episode_reward: 17147.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.108 ± 0.000,                               episode_1_off_accuracy: 0.455 ± 0.000
Epoch #653: episode_reward: 17147.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.106 ± 0.000,                               episode_1_off_accuracy: 0.438 ± 0.000
