Epoch #1: episode_reward: 17112.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.692 ± 0.000,                               episode_1_off_accuracy: 0.713 ± 0.000
Epoch #403: episode_reward: 17161.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.000 ± 0.000,                               episode_1_off_accuracy: 0.019 ± 0.000
Epoch #404: episode_reward: 17119.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.270 ± 0.000,                               episode_1_off_accuracy: 0.289 ± 0.000
Epoch #405: episode_reward: 17161.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.000 ± 0.000,                               episode_1_off_accuracy: 0.019 ± 0.000
Epoch #406: episode_reward: 17119.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.270 ± 0.000,                               episode_1_off_accuracy: 0.289 ± 0.000
Epoch #407: episode_reward: 17161.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.000 ± 0.000,                               episode_1_off_accuracy: 0.019 ± 0.000
Epoch #408: episode_reward: 17119.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.270 ± 0.000,                               episode_1_off_accuracy: 0.289 ± 0.000
Epoch #409: episode_reward: 17161.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.000 ± 0.000,                               episode_1_off_accuracy: 0.019 ± 0.000
Epoch #410: episode_reward: 17119.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.270 ± 0.000,                               episode_1_off_accuracy: 0.289 ± 0.000
Epoch #411: episode_reward: 17161.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.000 ± 0.000,                               episode_1_off_accuracy: 0.019 ± 0.000
Epoch #412: episode_reward: 17119.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.270 ± 0.000,                               episode_1_off_accuracy: 0.289 ± 0.000
Epoch #413: episode_reward: 17161.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.000 ± 0.000,                               episode_1_off_accuracy: 0.019 ± 0.000
Epoch #414: episode_reward: 17119.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.270 ± 0.000,                               episode_1_off_accuracy: 0.289 ± 0.000
Epoch #415: episode_reward: 17161.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.000 ± 0.000,                               episode_1_off_accuracy: 0.019 ± 0.000
Epoch #416: episode_reward: 17119.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.270 ± 0.000,                               episode_1_off_accuracy: 0.289 ± 0.000
Epoch #417: episode_reward: 17161.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.000 ± 0.000,                               episode_1_off_accuracy: 0.019 ± 0.000
Epoch #418: episode_reward: 17119.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.270 ± 0.000,                               episode_1_off_accuracy: 0.289 ± 0.000
Epoch #419: episode_reward: 17161.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.000 ± 0.000,                               episode_1_off_accuracy: 0.019 ± 0.000
Epoch #420: episode_reward: 17119.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.270 ± 0.000,                               episode_1_off_accuracy: 0.289 ± 0.000
Epoch #421: episode_reward: 17161.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.000 ± 0.000,                               episode_1_off_accuracy: 0.019 ± 0.000
Epoch #422: episode_reward: 17119.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.270 ± 0.000,                               episode_1_off_accuracy: 0.289 ± 0.000
Epoch #423: episode_reward: 17161.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.000 ± 0.000,                               episode_1_off_accuracy: 0.019 ± 0.000
Epoch #424: episode_reward: 17119.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.270 ± 0.000,                               episode_1_off_accuracy: 0.289 ± 0.000
Epoch #425: episode_reward: 17161.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.000 ± 0.000,                               episode_1_off_accuracy: 0.019 ± 0.000
Epoch #426: episode_reward: 17119.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.270 ± 0.000,                               episode_1_off_accuracy: 0.289 ± 0.000
Epoch #427: episode_reward: 17161.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.000 ± 0.000,                               episode_1_off_accuracy: 0.019 ± 0.000
Epoch #428: episode_reward: 17119.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.270 ± 0.000,                               episode_1_off_accuracy: 0.289 ± 0.000
Epoch #429: episode_reward: 17161.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.000 ± 0.000,                               episode_1_off_accuracy: 0.019 ± 0.000
Epoch #430: episode_reward: 17119.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.270 ± 0.000,                               episode_1_off_accuracy: 0.289 ± 0.000
Epoch #431: episode_reward: 17161.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.000 ± 0.000,                               episode_1_off_accuracy: 0.019 ± 0.000
Epoch #432: episode_reward: 17119.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.270 ± 0.000,                               episode_1_off_accuracy: 0.291 ± 0.000
Epoch #433: episode_reward: 17161.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.000 ± 0.000,                               episode_1_off_accuracy: 0.019 ± 0.000
Epoch #434: episode_reward: 17119.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.270 ± 0.000,                               episode_1_off_accuracy: 0.291 ± 0.000
Epoch #435: episode_reward: 17161.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.000 ± 0.000,                               episode_1_off_accuracy: 0.019 ± 0.000
Epoch #436: episode_reward: 17119.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.270 ± 0.000,                               episode_1_off_accuracy: 0.290 ± 0.000
Epoch #437: episode_reward: 17161.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.000 ± 0.000,                               episode_1_off_accuracy: 0.019 ± 0.000
Epoch #438: episode_reward: 17119.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.270 ± 0.000,                               episode_1_off_accuracy: 0.289 ± 0.000
